App_ID,게임명,기존_대분류,기존_세부분류,최종_대분류,최종_세부분류,판정근거
1397824035,小镇大厨 - 模拟餐厅经营美食烹饪游戏,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1548849181,开心大碰撞,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
6448554155,我比武特牛,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
6738984813,数码宝贝：源码,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
593369632,时空猎人-猫女觉醒,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1099088440,火柴人联盟2,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
930574573,狙击行动：代号猎鹰,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1464496261,花儿爱消除,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1088179585,葫芦娃 - 经典国漫上美影正版授权游戏,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1551614000,迷你枪战精英,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
606190854,钢铁力量,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
1000619473,饥饿鲨：进化,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
983122251,魂斗罗:归来,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
6746403259,魔力宝贝回忆—魔法之巅,캐주얼,아케이드,캐주얼,아케이드,기존 캐주얼 세부분류 6종 유지/정규화
598581396,Kingdom Rush Frontiers 塔防史诗冒险,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6739035544,一步两步,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6753840575,不服来通关 - 策略塔防 割草闯关游戏,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6737974680,保卫向日葵,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
1123876959,保卫萝卜4,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6744306036,全境守卫,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
1673001884,勇闯要塞,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6760402564,占城大师 - 策略塔防 攻城模拟器,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6748527570,奔奔王国,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6448249135,守塔不能停,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
1197076384,帝国守卫战 (Realm Defense),캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6587552949,快来当领主,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6743782337,我是大主公,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6499200309,梦境护卫队,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
639516529,植物大战僵尸2,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6444782083,王国保卫战4,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6749045841,王国保卫战5,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6746191325,英雄大对决,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6752552410,遗弃之地,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
1546593130,随机冲突：土豆英雄,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6466376296,颜色大作战 - 不服来通关 红蓝休闲塔防游戏,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
6737184267,龙石战争—群城竞逐共争霸主,캐주얼,타워디펜스,캐주얼,타워디펜스,기존 캐주얼 세부분류 6종 유지/정규화
